収支区分,管理番号,発生日,決済期日,取引先コード,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,決済日,決済口座,決済金額
支出,502001,20221130,,9181,㈱そのだ不動産,支払手数料,課対仕入10%,1100.0000,内税,100.0000,木村Mgr使用駐車場更新手数料,更新料,スパークルⅡ,,,,,,
支出,502016,20221130,,0826,㈱さくらトータルサービス,事務消耗品費,課対仕入10%,1172.0000,内税,106.0000,11月分：蛍光管,電球・蛍光管,食品館不動産,,,,,,
,502016,20221130,,0826,㈱さくらトータルサービス,建物付属設備２００％,課対仕入10%,4180000.0000,外税,380000.0000,食品館汚水槽ポンプ関連制御盤更新工事,,食品館不動産,,,,,,
支出,502017,20221130,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,1411300.0000,内税,128300.0000,11月分施設保守管理：さくら食品館,設備保守料,食品館不動産,,,,,,
,502017,20221130,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,396000.0000,内税,36000.0000,11月分施設保守管理：スパークル府中店,設備保守料,くるる不動産,,,,,,
,502017,20221130,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,15400.0000,内税,1400.0000,11月分施設保守管理：E-KITCHENくるる店,設備保守料,くるる不動産,,,,,,
,502017,20221130,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,61600.0000,内税,5600.0000,11月分施設保守管理：スパークル亀戸店,設備保守料,不動産その他,,,,,,
,502017,20221130,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,99000.0000,内税,9000.0000,11月分施設保守管理：スパークルⅡ店,設備保守料,不動産その他,,,,,,
支出,502018,20221130,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,256300.0000,内税,23300.0000,11月分：ｴﾚﾍﾞｰﾀｰ・ｴｽｶﾚｰﾀｰ保守点検,設備保守料,食品館不動産,,,,,,
支出,502019,20221130,,0826,㈱さくらトータルサービス,衛生費,課対仕入10%,361900.0000,内税,32900.0000,11月分：食品館定期清掃,清掃代,食品館不動産,,,,,,
支出,502020,20221130,,0826,㈱さくらトータルサービス,衛生費,課対仕入10%,319000.0000,内税,29000.0000,11月分：食品館ガラス清掃,清掃代,食品館不動産,,,,,,
支出,502021,20221130,,0826,㈱さくらトータルサービス,衛生費,課対仕入10%,360800.0000,内税,32800.0000,11月分：カネタビル定期清掃,清掃代,本町不動産,,,,,,
支出,502022,20221130,,0826,㈱さくらトータルサービス,外注費,課対仕入10%,1022560.0000,内税,92960.0000,11月分：ネットワーク管理・運用,業務委託料,総務部,,,,,,
支出,502023,20221130,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,46096.0000,内税,4190.0000,11月分：給与システム保守料,設備保守料,人事部,,,,,,
支出,502024,20221130,,6025,㈱アユミ・プラン,衛生費,課対仕入10%,33000.0000,内税,3000.0000,11月分：ゴミ処理代,ゴミ処理,CHIKASAKUⅡ,,,,,,
,502024,20221130,,6025,㈱アユミ・プラン,衛生費,課対仕入10%,37143.0000,内税,3377.0000,11月分：ゴミ処理代,ゴミ処理,ＣＨＩＫＡＳＡＫＵ,,,,,,
,502024,20221130,,6025,㈱アユミ・プラン,衛生費,課対仕入10%,105714.0000,内税,9610.0000,11月分：ゴミ処理代,ゴミ処理,食品館不動産,,,,,,
支出,502025,20221130,,3280,㈲あさくら,福利厚生費,課対仕入10%,10800.0000,内税,800.0000,スパークルⅡ本町：11月分食券代,社食・賄費、経費,総務部,,,,,,
支出,502026,20221130,,7472,㈱まさや,衛生費,課対仕入10%,1375.0000,内税,125.0000,クイックルワイパー取替えシート購入,Ｐ清掃・衛生用品,総務部,,,,,,
支出,502027,20221130,,7472,㈱まさや,衛生費,課対仕入10%,13773.0000,内税,1252.0000,トイレットペーパー購入,Ｐ清掃・衛生用品,本町不動産,,,,,,
